province,city,office_name,address,phone_numbers,source_url,retrieved_at_utc
سمنان,گرمسار,گرمسار,گرمسار ابتدای خیابان کرند نرسیده به تالار پذیرایی پیوند دبیرستان وپیش دانشگاهی غیر انتفاعی نرجس,02324236950-02324240824-02324237254-02324228768,https://www.kanoon.ir/City/Agencies?state=21,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,ايرانشهر,ايرانشهر,ایرانشهر خیابان شهید مالکی مقابل غیرانتفاعی بوعلی,09155473659-05437212158-05437222256-05437228267,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,چابهار,چابهار,خیابان امام خمینی - خیابان مولوی - نرسیده به اداره پست - دانشگاه پیام نور - دفتر کانون قلمچی کدپستی 9971648898,05435320047-09053412426-09159692426,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,خاش,خاش,خیابان شهید بهشتی- روبروی دبستان فاطمه الزهرا یا  متوسطه اول زینبیه,05433728082-09376530103,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,راسک,راسک,شهرستان سرباز بخش مرکزی راسک خیابان معلم جنب آموزش وپرورش,09159495549-09390022457-09159495549-09390022457,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,زابل,زابل,زابل خیابان فردوسی نبش فردوسی36 دبیرستان هدایت,05422235311-05422227903-05422235311-05422250798,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,زاهدان,زاهدان,زاهدان . خیابان دانشگاه -دانشگاه 31- اواسط میلان - نبش تقاطع اول سمت راست . جنب پایگاه سلامت هجرت . پلاک 21,09367676606-05433422044-05433446343-09388330365,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,سراوان1,سراوان1,خیابان عدالت12- داخل کوچه سمت چپ- رو به روی مرکز انتقال خون,37644696,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,سراوان2,سراوان2,سراوان-خیابان بهشتی-نبش بهشتی6-آموزشگاه رشد-کانون فرهنگی آموزش قلم چی -سراوان2,05437641402-05437641402-05437641402-09151991816,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,سيب و سوران,سيب و سوران,سیستان و بلوچستان - شهرستان سیب و سوران تقاطع باهنر و کارگر جنب دبیرستان نمونه پیامبر اعظم ص,05437694372-05437694372-05437694372-09153477033,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,فنوج,فنوج,فنوج- خیابان مصطفی خمینی- فلکه شهید مجیدی- جنب دادگاه حل اختلاف,05437182120,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
سیستان و بلوچستان,نيک شهر,نيک شهر,نیکشهربلوارآزادی خیابان امیرالمومنین پشت پمپ بنزین,09155476098-09159934760-05435232581-05435232581,https://www.kanoon.ir/City/Agencies?state=25,2026-09-18T12:23:00+00:00
فارس,آباده,آباده,خیابان مدرس   پلاک   23  کانون فرهنگی آموزش قلم چی,07513344401-07513344301-07513349401-07513346401,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,ارسنجان,ارسنجان,ارسنجان خیابان 15 خرداد چهارراه فرمانداری جنب فروشگاه لوازم ساختمانی ابراهیمی,07143524470-09370571861-09177197003,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,استهبان,استهبان,استهبان بلوار قائم روبروی آبشار سر نبش طبقه دوم کانون فرهنگی آموزش قلم چی,09362088685-07153229494-07153222313-09177180987,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,اقليد,اقليد,اقلید خیابان شهید طالقانی کویشهید افضل پلاک67کدپستی14843-73817     آموزشگاه علمی خوارزمی    نمایندگی کانون فرهنگی آموزش,07144523553-07144521345-07144531715-07144522263,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,اوز,اوز,اوز - فلکه محمدی - کوچه پشت فرمانداری - روبروی مسجد محمدی,٠٩١٧١٨٣٠١٩١ - ٠٩٣٩٨٥٦٣٩٨٨,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,جهرم,جهرم,جهرم - ابتدای بلوار معلم - جنب بانک انصار - طبقه دوم,09372065424-09372065424-07154234534-07154234496,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,خرامه,خرامه,فاز 3 - میدان سعادت - مجتمع آموزشی غیردولتی سعادت,071-32722959-32724269,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,خرم‌بيد,خرم‌بيد,خرم بید ناحیه1 خیابان چمران خیابان 7 تیر ناحیه2 خیابان بسیج جنب مسجد امام علی ع,07523554991-07523555929-09177515195-09173513708,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,خنج,خنج,استان فارس - خنج - خیابان پاسداران -کوچه فرهنگ - مجتمع فرهنگی آموزشی نجف شمسی - وابسته به موسسه خیریه دانش - طبقه همکف,07152626175-07152625944-07152625942-07152625941,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,داراب,داراب,بلوار ایت ا..  خامنه ای - بیمارستان امام حسن - بالاتر از هایپر شهر,09173320488,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,شيراز,شيراز,شیراز خیابان فلسطین نبش معدل ساختمان 110 طبقه 2,07132309961-07132359147-07132359137-07132359159,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,فراشبند,فراشبند,شهرستان فراشبند خیابان سپاه  رو به رو اداره پست,07138756463-07138757688-07138752167,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,فسا,فسا,فسا-فلکه دریمی-ابتدای خیابان امام خمینی-جنب بانک مهر ایران کانون فرهنگی آموزش قلم چی,07153315773-07153353447,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,فيروزآباد,فيروزآباد,فیروزآباد فارس فلکه امام خیابان امام خمینی شمالی کوچه 5 کانون فرهنگی آموزش  قلم چی,07138737044-07138728756-09173120126-07138728511,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,قائميه,قائميه,بلوار امام خمینی-جنب درمانگاه شبانه روزی ولی عصرعج-,07142416169-07142416275-07142419680,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,قير و كارزين,قير و كارزين,میدان شهداء - بلوار طالقانی - کوچه سلامت,09370922952-07154525106-07154523892,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,كازرون,كازرون,فارس-کازرون-خیابان حضرتی - کوچه 24 جنب دانشگاه علمی کاربردی,07142210825-07142211695-07172210820,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,گله دار,گله دار,گله دار میدان قرآن بلوار مشفق آموزشگاه دانش,07152853817-09171847505,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,لار,لار,لار شهرجدید میدان طاووس روبروی فروشگاه مگاهوم,07152250840 -09164949548,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,لامرد,لامرد,فارس - لامرد - بلوار معلم- مجاور پارک بنفشه ها,07152722270- 09900980321,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,مرودشت,مرودشت,مرودشت خیابان انقلاب کوچه تلفنخانه قدیم کانون فرهنگی آموزش,07143220250-07143223475-09173135435-09381703178,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,مهر,مهر,شهرستان مهر خیابان ایثار کانون فرهنگی آموزش قلم چی اقای محمود یوسفی,07152824195-9177814565,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,نورآباد ممسني,نورآباد ممسني,ممسنی - خ طالقانی -تل  - کوچه دوم  -سمت راست - درب دوم,07142523803-07142528837,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
فارس,ني‌ريز,ني‌ريز,نیریز -خیابان طالقانی- انتهای بلوار نصر- دبیرستان غیر انتفاعی خوارزمی,07153823954-09177328201-09171334019-07153834933,https://www.kanoon.ir/City/Agencies?state=4,2026-09-18T12:23:00+00:00
قزوین,آبيك,آبيك,خیابان اصلی ،کوچه کنار بانک رفاه ،جنب مبلمان والی فرد,09121453528-02832897232,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قزوین,بوئين زهرا,بوئين زهرا,بویین زهرا - بلوار طالقانی - خیابان ولیعصر شرقی ساختمان پردازشگر,02834221089,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قزوین,تاكستان,تاكستان,تاکستان - خیابان ولی عصر کوچه 20 پلاک 113,02825240037-02825223070-02825222070-02825240037,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قزوین,شهرالوند,شهرالوند,قزوین شهرصنعتی البرز بلوار سهروردی روبروی مسجد رسول اکرم دفتر کانون قلم چی شهر الوند,02832225847-02832249086-02832237079-02832225847,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قزوین,قزوين,قزوين,خیابان دانشگاه نبش کوچه 20 طبقه فوقانی نان فانتزی گل گندم,02833335546-02833330932-09121813136,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قزوین,محمديه,محمديه پسران,بلوار مطهری یاس دوم (کوچه ورزش) پلاک 5,02832562043,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قزوین,محمديه,محمديه دختران,بلوار مطهری یاس دوم (کوچه ورزش) پلاک 5,02832562043,https://www.kanoon.ir/City/Agencies?state=18,2026-09-18T12:23:00+00:00
قم,قم,قم پسران,"شعبه 1:قم بلوار الغدیر کوچه 11
شعبه 2: قم میدان مطهری چهارراه غفاری کوچه بانک ملت",02536636075-02536622437-02532858058-02532857077,https://www.kanoon.ir/City/Agencies?state=24,2026-09-18T12:23:00+00:00
قم,قم,قم دختران,"شعبه 1: ابتدای بلوار امین کنار پل رسالت
شعبه 2: میدان سعیدی خیابان فرهنگ",02532942040-02532942050,https://www.kanoon.ir/City/Agencies?state=24,2026-09-18T12:23:00+00:00
کردستان,بانه,بانه,بانه پشت اداره پست مرکزی کوچه مروارید 4,08734269000-09183746193-08734266000-08734268041,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,بيجار,بيجار,کردستان- بیجار- خیابان آزادگان - طبقه فوقانی درمانگاه‌شفا- ساختمان موسسه پویش«قلم چی» کدپستی 6651643438,08738228871-08738222181-08738232526,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,دهگلان,دهگلان,شهرستان دهگلان - خیابان جمهوری  - کوچه مخابرات  - طبقه دوم دانشگاه علمی کاربردی,08735122414-08735126590-09186861576-09914643728,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,ديواندره,ديواندره,دیواندره  خیابان صلاح الدین ایوبی  میدان چهارباغ ابتدای کوچه مولوی آموزشگاه استاد هژار,08738720030-08738721333-08738720030-09183787934,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,سرو آباد,سرو آباد,سرواباد میدان شهید مرادی ابتدای خیابان امام شافعی,08734822849-09189865140-08734822849-09183758374,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,سقز,سقز,کردستان - سقز - خیابان فردوسی - کوچه جوانه ۲,087-36238088-36218088,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,سنندج,سنندج,سنندج خیابان شهید تعریف روبروی تامین اجتماعی,08733234273-08733235129-08733288120-08733244362,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,قروه,قروه,قروه خیابان سید جمال الدین اسد آبادی جنب فروشگاه 110,08735228211-08735224733-08735253111-08735253112,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,كامياران,كامياران,کامیاران میدان امام شافعی ، کوچه حشمت ، طبقه فوقانی خشکشویی محمدی,09184140023-08735533287-08735523254-08735523875,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کردستان,مريوان,مريوان,"مریوان دختر  -میدان سرباز- ابتدای کمربندی-بالاتر از نانوایی  08734528513
مریوان پسران-  میدان ناری به سمت پارک شانو ، روبروی پزشکی قانونی
موبایل :09188743172 انور صمدی",08734528513-08734602610,https://www.kanoon.ir/City/Agencies?state=14,2026-09-18T12:23:00+00:00
کرمان,ارزوئيه,ارزوئيه,خیابان امام خمینی شماره 3 کانون فرهنگی آموزش قلم چی,09136677540-09370106093-09136677540-09370106093,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,انار,انار,انار خیابان امام - کانون فرهنگی آموزش قلم چی,03923221464-09133915423-03923220559,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,بافت,بافت,کرمان - بافت - بلوار امام - نبش میدان معلم- آموزش و پرورش قدیم ، خانه معلم,03442428365-09135808895-09130494521-09132475023,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,بردسير,بردسير,بردسیر- خیابان امام خمینی کوچه ی گلستان 15,09133409484-03433524457-03433529484-03433524453,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,بم,بم,بم چهارراه سجادی نرسیده به ارگ قدیم نمایندگی کانون فرهنگی آموزش در بم,03444313043-09372176718-09131442665-09131440740,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,جيرفت,جيرفت,جیرفت خیابان آزادی بعد از میدان معلم بین کوچه 15و 13,03443266000-03443264375-03443265255-03443264306,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,رابر,رابر,رابر میدان معلم کانون فرهنگی آموزش قلم چی,03474522068-03474521013-09103279818-09138487585,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,راور,راور,چهارراه حسینیه طبقه فوقانی صوتی تصویری جام جم نمایندگی کانون فرهنگی آموزش,09104798982-09361598868-09131988005-09132989611,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,رفسنجان,رفسنجان,رفسنجان خیابان امام خمینی کوچه36 دفترکانون فرهنگی آموزش قلم چی نمایندگی رفسنجان,03434262520-03434259916-03434259917-03434267663,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,زرند,زرند,زرند ـ خ فلسطین ـ کوی فلسطین 5 ـ بن بست سعدی ـ کانون فرهنگی آموزش,09301419119-03433431822-03433431823-09131419119,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,سيرجان,سيرجان,سیرجان- بلوار دکتر صادقی بعد از چهار راه دانشگاه آزاد سابق بریدگی اول سمت راست,03442242966-03442242955-03442242268,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,شهربابك,شهربابك پسران,شهربابک - خیابان ولیعصر - روبروی چاپخانه بابکان نمایندگی کانون قلم چی,03434120733-03434129391-03434120733-03434129391,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,شهربابك,شهربابك دختران,شهربابک- خیابان ولیعصر- روبرو بانک رفاه-کانون فرهنگی اموزش,03924232090-09132919475-09133915048-03924245637,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,عنبرآباد,عنبرآباد,عنبراباد بلوار امام کانون فرهنگی آموزش قلم چی,03443290284-09134484910-09131487818-03443294181,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,قلعه گنج,قلعه گنج,بلوارشاهد روبروی دبیرستان حکمتیه جنب دفتر خانه رئیسی,03443390871,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,كرمان,كرمان,کرمان - میدان آزادی - ابتدای خیابان شهید بهشتی - کوچه ی 2 - پلاک 44,03432475538-03432465303-03432476813-03432471195,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,كهنوج,كهنوج,کهنوج-بعد از میدان ستاد ابتدای خیابان یاسر,03495227100-03495227700-09131480259,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,مس سرچشمه,مس سرچشمه,رفسنجان شهرک مس سرچشمه خیابان نرگس کوچه نرگس 2,03434310576-03434312467,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمان,نرماشير,نرماشير,نرماشیر بلوار امام طبقه فوقانی پاساژ المهدی,03444270036,https://www.kanoon.ir/City/Agencies?state=10,2026-09-18T12:23:00+00:00
کرمانشاه,اسلام آباد غرب,اسلام آباد غرب,اسلام آباد غرب - میدان امام - ابتدای خ راه کربلا - کوی شهید حمیدیه - پلاک 27,08345222328-08345241019-08345239308-08345242756,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,پاوه و جوانرود و روانسر,پاوه و جوانرود و روانسر,پاوه -خیابان امام شافعی - نرسیده به مسجد جامع,08346121516-08346122908-08346125711,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,دالاهو,دالاهو,کرند غرب میدان سپاه خیابان ولیعصر کوچه اداره پست انتهای کوچه,08353722331-08343722331,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,سرپل ذهاب,سرپل ذهاب,سرپل ذهاب- چهار راه احمدبن اسحاق- نبش کوچه سید نجف,08342227164-08342221589-09137926716-09383069786,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,سنقر,سنقر,سنقر- میدان معلم -خیابان شهید بهشتی - ابتدای کوی شهید احمدی -جنب موسسه مالی ملل -کانون فرهنگی آموزش,08348435453-09353585890-09038039649-09185712480,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,صحنه,صحنه,صحنه-ابتدای شهرک امام خمینی - پلاک 18 - آموزشگاه علمی تفکر,09188567657-09188567657-09188319065-09183310154,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,قصر شيرين,قصر شيرين,قصرشیرین خیابان مدرس ابتدای کوی آقایی آموزشگاه پسرانه بزرگمهر و دخترانه نرگس,08342421286-08342424876,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,كرمانشاه,كرمانشاه,کرمانشاه - بلوار شهید بهشتی - نرسیده به سه راه 22 بهمن کتابفروشی قلم چی,08338226404-08338382510-08338382511,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,كنگاور,كنگاور,کنگاور - خیابان شریعتی- خیابان شهید فرجی - پشت پارک شاهد-پلاک 17,08348237451-09105770407-09183389001-08348231631,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,گيلانغرب,گيلانغرب,گیلان غرب -خیابان شهید بهشتی -طبقه دوم داروخانه دکتر فلاحی,08343225397,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کرمانشاه,هرسين,هرسين,هرسین - چهارراه انقلاب - پایین تر از مسجد آیت اله حجتی طبقه فوقانی موسسه قرض الحسنه جواد الائمه,08345128030-08345131120,https://www.kanoon.ir/City/Agencies?state=12,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,باشت,باشت,شهرستان باشت خیابان اصلی چهارراه کتاب جنب دفتر امام جمعه,07442623777-09179427239-09173422935-07442623737,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,بهمئي,بهمئي,شهرستان بهمئی لیکک ابتدای خیابان دین و دانش بالاتر از کمیته امداد امام خمینی ره,07432822347-07432824891-07432824892,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,چرام,چرام,استان ک ب   شهرستان چرام   خ شهیداکابری دفتر نمایندگی کانون فرهنگی آموزش قلم چی  چرام,07443621650-09176033163-09391400815-09368223219,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,دهدشت,دهدشت,خیابان شریعتی -چهارراه آغاشیروان-جنب بانک رفاه,07432263549-07432260760-07443252288-07432260182,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,سوق,سوق,کهگیلویه و بویراحمد سوق خیابان شهدا جنب مدرسه عصمت,07432283080,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,گچساران,گچساران,بلوار ولی عصر نرسیده به سه راهی روبروی شورای شهر جنب حسینیه شهید گشتاسبی,07432323728-09171407471-07432321177-09173420572,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,لنده,لنده,کهکیلویه -    لنده          خیابان سادات  پلاک 387,09173444822-07432463939,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
کهگیلویه و بویراحمد,ياسوج,ياسوج,یاسوج - بلوار امام خمینی ره  - خیابان گلستان 12  - مجتمع آموزشی فکور,07412242132-09171461035-07412242130-07412242131,https://www.kanoon.ir/City/Agencies?state=19,2026-09-18T12:23:00+00:00
گلستان,آزادشهر,آزادشهر,استان گلستان - آزادشهر - خ شهید بهشتی - کوچه‌ی یهشت 12  - پلاک 222,09113704592-01746739478-01746724665-01746734369,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,بندرتركمن,بندرتركمن,آدرس جدید ------بندر ترکمن میدان مختومقلی فراغی ابتدای بلوار شهید بهشتی ساختمان اداری کارخانه شهید باهنر طبقه اول,01734423031-01734433269-01734422118-01734431080,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,بندرگز,بندرگز,بندرگز- خیابان امام - کوچه قرض الحسنه ولی عصر,01733725241-09364110824-01734362593-01734365593,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,خان ببين,خان ببين,خا به بین -فلکه مرکزی- ساختمان دکتر امیرلطیفی- طبقه سوم واحد دوم,01735862040-01735862302-01735862302-01735862040,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,دلند,دلند,دلند - بلوار امام رضا - کوچه ی کتابخانه ی مرکزی شهر,01735894077-01735894849-09118805547-09117964706,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,راميان,راميان,استان گلستان - شهرستان رامیان - انتهای کوچه مسجد جامع - تلفن 01735882601,01735882601-01735880261-01735882601-01735880261,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,علي آباد كتول,علي آباد كتول,گلستان - علی آبادکتول - خیابان هنرستان - جنب فروشگاه اتکا,01736226510-01736237231-01736237232-01736222445,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,كردكوي,كردكوي,کردکوی خیابان ولی عصر -نبش عدالت 15-نمایندگی کانون فرهنگی آموزش قلم چی,01734344461-09906547795-01734344461-09906547795,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,كلاله,كلاله پسران,کلاله-خیابان شهید بهشتی - شهید بهشتی 9 - ابتدای کوچه,01735420789-09358781317-01735449685-09363756759,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,گرگان,گرگان پسران,میدان ولیعصر - ابتدای خیابان ولیعصر پاساژمرسل - طبقه اول,01732351238-01732351237,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,گرگان,گرگان دختران,گرگان - میدان ولیعصر - ابتدای خیابان ولی عصر - طبقه فوقانی پیتزا پارمیدا,09111771907-01732244774-01732236266-01732226272,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,گنبد,گنبد,دفتر مرکزی -گنبد - خ امام خمینی جنوبی جنب بیمه آسیاخیابان ملاصدرا,01733333261-01733346700-01733346800-09036900403,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,مراوه تپه,مراوه تپه,مراوه تپه خیابان شهید قویدل جنب کتابفروشی بارسا و سوپرمارکت امین,01735453166-01735453565-01735459082,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,مينودشت,مينودشت,گلستان ـ مینودشت خ پاسداران-خ شهید آوینی کانون فرهنگی آموزش -قلم چی,01735229577-09381914966-01735231737-01735837115,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گلستان,کلاله,کلاله دختران,میدان امام خمینی شمالی -نبش امام خمینی شمالی طبقه فوقانی دفتر وکالت عباسعلی اکبریان دفترکانون آموزش قلم چی,01735421989-01735446419,https://www.kanoon.ir/City/Agencies?state=13,2026-09-18T12:23:00+00:00
گیلان,آستارا,آستارا,آستارا خیابان امام خمینی روبه روی کوچه ی عطایی نمایندگی کانون فرهنگی آموزش,01344816462-01344812727-01344814491-01344824865,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,آستانه اشرفيه,آستانه اشرفيه,آستانه اشرفیه -  خیابان شهید بهشتی - جنب بانک سینا-روبروی داروخانه پورآقایی,01342125559,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,املش,املش,املش - پایین املش - روبروی مسجد گلزار شهدا,01342729314-01342729512-01342728449,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,بندرانزلي,بندرانزلي,بندرانزلی  خیابان مطهری (گلستان) رو به روی اداره آموزش و پرورش کوچه بلوری مجتمع سنا طبقه اول,01344545484-01344555599,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,تالش1,تالش1,تالش خیابان امام خمینی روبروی پمپ بنزین رضوانی کوچه شهید آزموده   مدیر نمایندگی قاسم محبـوبـی,01343239519-01343244262-01343244261,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,تالش2,تالش2,تالش خیابان طالقانی سه راه تختی آموزشگاه شایستگان,01344225972,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,تالش3,تالش3,تالش- خیابان دکتر معین- خیابان شهید مطهری,01344230634-01344230634-01344230635-01344230635,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
گیلان,چابكسر,چابكسر,گیلان-چابکسر-اول جاده میانده - طبقه بالای مطبوعاتی آقای حاضری,01342664710-01342664710-01342664710-09112417129,https://www.kanoon.ir/City/Agencies?state=9,2026-09-18T12:23:00+00:00
